page_id,title,founder_pattern,founder_pattern_numeric,idea_pattern,idea_pattern_numeric,structural_advantage,structural_advantage_numeric,asymmetric_signal,asymmetric_signal_numeric,methods,notes
247101d8-0eba-81e5-9ffd-ea9689dac2bd,pledgecomlabs,18/25,18.0,22/35,22.0,18/35,18.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81cd-b1ba-f3b2e8662927,Compute3.AI,22/25,22.0,27/35,27.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81b4-a23c-d17696f22643,Blanksquare,23/25,23.0,31/35,31.0,30/35,30.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8179-a564-d244614685cc,FlashBack,16/25,16.0,20/35,20.0,14/35,14.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81e9-b132-f4f61a3d865a,Ryzo,15/25,15.0,26/35,26.0,21/35,21.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81b2-8246-ea033df7df98,Yape Club,15/25,15.0,27/35,27.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81fa-9f01-c595d463fda6,Goblin Finance,18/25,18.0,26/35,26.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8166-8e1f-de74af8962e5,Hyperliquid Hackathon (@hlh_build),0/25,0.0,0/35,0.0,0/35,0.0,0/5,0.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8120-a512-e9ac12aeea38,"takes_mobile (""whats ur take?"")",16/25,16.0,24/35,24.0,23/35,23.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8144-b987-f7e8e4ec50bf,WOW Launcher,15/25,15.0,26/35,26.0,19/35,19.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8143-b7b8-d5ee526cb1fc,Scalr (@UseScalr),19 / 25,19.0,26 / 35,26.0,24 / 35,24.0,2 / 5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8196-ae0b-e6cabcec4943,Town Square,22/25,22.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81be-b294-dd1ce0bd41a8,UNCHAINED,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-81ad-9be4-c119689e7114,SnapCalorie,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8161-a0c6-d54fb255c64f,Æternal Protocol (@AEternal_AI),15 / 25,15.0,28 / 35,28.0,22 / 35,22.0,2 / 5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-815d-b42a-c1419d05369c,TrustPadi,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8142-8480-f02d7b3b4639,Coconut (coconutsL2),19 / 25,19.0,32 / 35,32.0,26 / 35,26.0,4 / 5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81ab-93ee-f591c6b6e5ef,Underscore Protocol,23/25,23.0,30/35,30.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8199-b567-cbbc78e8fcac,Habitat,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-81fe-94f6-e4212de7648c,barkswap,20/25,20.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81ee-9943-f4e0274058d6,Cal AI,23/25,23.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81bd-a0ce-cc17752fa8e5,Perpy.ai,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8149-a474-cff2911ba89b,DALYA,19/25,19.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8136-9458-f2dd84567249,Spike,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8179-a9c0-dd666a4ce243,Rails,20/25,20.0,26/35,26.0,20/35,20.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81bf-8061-c8f9822d437b,ethdebug,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-81ee-bf7d-e8522ae52fb2,half (@halfdotfun),15 / 25,15.0,18 / 35,18.0,12 / 35,12.0,2 / 5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-818e-8b80-e21eddca142d,LendHub,20/25,20.0,24/35,24.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81c9-a6f7-d1508dca792b,NUVA Finance,19/25,19.0,30/35,30.0,30/35,30.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81d0-9215-cf592f2f7ad6,Predictly (@PredictlyX),18/25,18.0,26/35,26.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8175-b0bf-d487df6fe4e4,Ultrasolid,17/25,17.0,27/35,27.0,26/35,26.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81b7-8b52-f77f73321b62,Pulse,21/25,21.0,30/35,30.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-817a-b1ad-f24337400dcc,Truli,20/25,20.0,27/35,27.0,25/35,25.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8146-b0a6-f27a3725cf13,PandoraLabs (@PandoraOs_Labs),10 / 25,10.0,18 / 35,18.0,17 / 35,17.0,1 / 5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8128-80ff-f81f3be2db70,BrooklynMirageDAO,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-81ad-bc99-dcb1b07e61b4,Sendshot (@SendShotXYZ),21/25,21.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8119-924f-e9c0b6fd6f6d,Grind,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8160-8e48-f2240303c5e7,Rollups (@rollupsHQ),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
247101d8-0eba-8138-b9e9-e813324778cc,Tinyagent,19 / 25,19.0,26 / 35,26.0,20 / 35,20.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-810b-ba1c-e8fe9cb6b2d5,Blast.fun,20/25,20.0,24/35,24.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-816e-a61c-cf9948543613,Zenith,18 / 25,18.0,26 / 35,26.0,24 / 35,24.0,2 / 5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8131-9a55-f5992c11b6f9,Aborean Finance,20/25,20.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8177-b5ae-ff80868814fd,Den (∩/∩) / @dendotshow,14 / 25,14.0,25 / 35,25.0,19 / 35,19.0,1 / 5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81cd-85b6-dc27f9fd1712,Dexy_Bot,20/25,20.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81d6-87a9-c72e69701983,Fidona,14/25,14.0,15/35,15.0,18/35,18.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81dc-97ed-fa3ede872253,SAM (Smart Asset Management),19 / 25,19.0,26 / 35,26.0,22 / 35,22.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-8155-8eff-e7f2366162eb,Hyphen,22/25,22.0,32/35,32.0,29/35,29.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81d4-b081-d9b045339c5a,108 (@OneZeroEightIO),21/25,21.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81ad-8493-e5e0f9758e49,Frenly,16 / 25,16.0,27 / 35,27.0,22 / 35,22.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
247101d8-0eba-81d9-80e7-c3fe24637fe2,aubrai,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8152-8621-f718c6cb98e4,VoozHQ,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8163-a8b8-e8337afecbb5,WorkWork｜Build for Digital Nomad,19 / 25,19.0,25 / 35,25.0,20 / 35,20.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8169-b657-c818a230e7d7,HyperVision / VisionAnon,17/25,17.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8114-a794-c37f002d5bd0,Flexpa,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8142-87a0-ce83fbfe3a9f,rootVX,21/25,21.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-815d-984b-ce70623f4099,Lotus Protocol,23/25,23.0,30/35,30.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d8-877a-c8e184e0cd22,Silvia (@cfosilvia),19/25,19.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8130-928e-ef27dca4e291,Macro Millions,17/25,17.0,22/35,22.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8155-9294-ea483e8cd5a7,Surus,21/25,21.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-814e-9268-f3872cde01b8,DIN Foundation,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8155-b56b-c267b0b8899d,Gorbagana Chain,23/25,23.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81e8-87b6-e9813ea4b84e,Assetera,20/25,20.0,29/35,29.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8132-b420-dff25152c6dc,2nd Law Games,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8166-8b5b-d39aa7ee8994,nSure.ai,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-81cb-b791-f5c6f89d81fe,DragonChat,15 / 25,15.0,27 / 35,27.0,21 / 35,21.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8132-801d-d67448f15237,Libre Blocks,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8120-a530-e4882eac3257,Centrifuge (@centrifuge_dig),19/25,19.0,27/35,27.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8178-a96b-e15990de1a86,Nscale,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8108-b459-e1e6b9c1961e,Build with NOVA,20/25,20.0,30/35,30.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-816e-b0f2-c41bd00c98f7,ROBOTERA,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-813a-a73d-ffbcb4ff79de,Barbarika DAO,20/25,20.0,30/35,30.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81dc-903a-f05d57b9544e,Multi Square Marketing (MSM),19 / 25,19.0,27 / 35,27.0,24 / 35,24.0,4 / 5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8167-92eb-fa2b96370d5b,Finoa Consensus Services,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-819b-88f8-fb6f8454abae,R25,17/25,17.0,26/35,26.0,25/35,25.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8166-8ade-c2bd98391456,Creed (@creeddao),23/25,23.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8104-ba0a-ca948cb1f529,Sonicx.fun,18/25,18.0,24/35,24.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8122-ae1d-e540b816123a,Flo,19 / 25,19.0,28 / 35,28.0,25 / 35,25.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-811d-ab73-f946fc356f5e,Flipeet Support,20/25,20.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d9-a2ea-d85ecf7759d8,DeFi Dollar,16/25,16.0,28/35,28.0,23/35,23.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81b7-9f46-e1d668eb1a8e,pamp.fun,19 / 25,19.0,26 / 35,26.0,20 / 35,20.0,4 / 5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-817d-96e6-e0391ec76e52,TWAP,15/25,15.0,27/35,27.0,20/35,20.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8145-b743-e63d2f8465af,VibeFights,17 / 25,17.0,27 / 35,27.0,25 / 35,25.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-816e-b82b-c3941549cf7d,CoremindAI (@Coremind_AI),18/25,18.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-816a-8ce1-e4cf04f3b8bc,Idle Finance,20/25,20.0,27/35,27.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d7-b249-f12f6e574b7b,Catz Protocol,18/25,18.0,26/35,26.0,25/35,25.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-818e-a42a-c291be4087b0,PickleCharts,20 / 25,20.0,24 / 35,24.0,19 / 35,19.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8111-91da-c3e55ff288f7,Humanoid Robot Club Purdue,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8143-aa72-fba5d17e0e7b,Mitigata,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8132-8415-e2897b523b2a,Flipeet Pay,20 / 25,20.0,28 / 35,28.0,24 / 35,24.0,4 / 5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-812e-926e-dd2a92ed7744,VOX,15/25,15.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-818e-af68-d84798994bf2,retweetdotfun,21 / 25,21.0,28 / 35,28.0,27 / 35,27.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8118-a9ee-ee7d9cd57e17,ClankLab,18/25,18.0,24/35,24.0,20/35,20.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d4-a267-fbd7d185d1ac,ConviMiles,15/25,15.0,26/35,26.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81c3-84e2-fafd09896f64,MetaStoneAI,19/25,19.0,30/35,30.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-819c-92b5-c00ea7dc06b5,Puffer UniFi AVS,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8188-a388-dfe6e4d0325a,OpenBio,17 / 25,17.0,28 / 35,28.0,24 / 35,24.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8120-9651-ce0c2fc5dc23,Korea Web3 Embassy,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-8158-b401-c30c4b131245,Wraps (@Wrapsfi),15 / 25,15.0,27 / 35,27.0,24 / 35,24.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81ee-a82a-d01a5d51bcaf,Shiro (@JoinShiro),15/25,15.0,24/35,24.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81eb-805e-efe3d42aa870,Voistra,18 / 25,18.0,26 / 35,26.0,25 / 35,25.0,2 / 5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d4-9fc1-fff52b9ad128,DCA,20/25,20.0,24/35,24.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-811a-abe2-c4dc1d79fd48,Inky Ika (StakeIKA),19 / 25,19.0,26 / 35,26.0,28 / 35,28.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81a2-b6a1-ca9837afdb19,rumour.app,16 / 25,16.0,27 / 35,27.0,23 / 35,23.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81cf-b7ef-d6f3f8143559,tsunami,19 / 25,19.0,28 / 35,28.0,27 / 35,27.0,4 / 5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-814c-ab63-dc18df5e23dc,Kudoswap,18 / 25,18.0,24 / 35,24.0,20 / 35,20.0,3 / 5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81d0-bae0-f74af0dc9b0f,StableStock,22/25,22.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-819d-bf11-e1bdf602b057,Hyperthesis,20/25,20.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81fd-bc1f-cb7604773434,NEAR Intents,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-81e2-9920-f911b66dddca,Aqua,16/25,16.0,27/35,27.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81b6-9687-e64680275e7d,CC (theclearingco),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
245101d8-0eba-81da-bc54-f0c1a2ef8e9e,Steam22,19/25,19.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-8183-88f6-f1495b5fba6a,Clandestine Labs,19/25,19.0,31/35,31.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-81bd-9311-db606fece579,Naviu,14/25,14.0,10/35,10.0,12/35,12.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
245101d8-0eba-816f-b254-e62eedb5de5b,DoeLabs (doe),22/25,22.0,27/35,27.0,25/35,25.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
